,gene_name,display_name,biotype,cat_biotype
1127,Gm28230,Gm28230,TF,Transcription Factor
1128,Hoxd1,Hoxd1,TF,Transcription Factor
1129,Mlxipl,Mlxipl,TF,Transcription Factor
1130,Nfx1,Nfx1,TF,Transcription Factor
1131,Hand1,Hand1,TF,Transcription Factor
1132,Nfe2l2,Nfe2l2,TF,Transcription Factor
1133,Atf6,Atf6,TF,Transcription Factor
1134,Aff3,Aff3,TF,Transcription Factor
1135,Prrx2,Prrx2,TF,Transcription Factor
1136,Cux1,Cux1,TF,Transcription Factor
1137,Tcf3,Tcf3,TF,Transcription Factor
1139,Patz1,Patz1,TF,Transcription Factor
1140,Onecut3,Onecut3,TF,Transcription Factor
1141,Zkscan1,Zkscan1,TF,Transcription Factor
1142,Zscan21,Zscan21,TF,Transcription Factor
1143,Zfp692,Zfp692,TF,Transcription Factor
1144,Npas2,Npas2,TF,Transcription Factor
1145,Zfp113,Zfp113,TF,Transcription Factor
1146,Myef2,Myef2,TF,Transcription Factor
1147,Zfp672,Zfp672,TF,Transcription Factor
1148,Klf16,Klf16,TF,Transcription Factor
1149,Ikzf2,Ikzf2,TF,Transcription Factor
1150,Ascl5,Ascl5,TF,Transcription Factor
1151,Creb3l1,Creb3l1,TF,Transcription Factor
1152,Zfp157,Zfp157,TF,Transcription Factor
1153,Zfp68,Zfp68,TF,Transcription Factor
1154,A430033K04Rik,A430033K04Rik,TF,Transcription Factor
1156,Zfp574,Zfp574,TF,Transcription Factor
1157,Zik1,Zik1,TF,Transcription Factor
1158,Rfx8,Rfx8,TF,Transcription Factor
1159,Tbx2,Tbx2,TF,Transcription Factor
1160,Tbx4,Tbx4,TF,Transcription Factor
1161,Nr1i3,Nr1i3,TF,Transcription Factor
1162,Creb3l3,Creb3l3,TF,Transcription Factor
1163,Uncx,Uncx,TF,Transcription Factor
1164,Zbtb7a,Zbtb7a,TF,Transcription Factor
1165,Zscan4b,Zscan4b,TF,Transcription Factor
1166,Mafk,Mafk,TF,Transcription Factor
1167,Zscan4c,Zscan4c,TF,Transcription Factor
1168,Zscan4-ps1,Zscan4-ps1,TF,Transcription Factor
1169,Zscan4d,Zscan4d,TF,Transcription Factor
1170,Zscan4e,Zscan4e,TF,Transcription Factor
1171,Zscan4f,Zscan4f,TF,Transcription Factor
1172,Zscan4-ps2,Zscan4-ps2,TF,Transcription Factor
1173,Zscan4-ps3,Zscan4-ps3,TF,Transcription Factor
1174,Mafb,Mafb,TF,Transcription Factor
1175,Foxk1,Foxk1,TF,Transcription Factor
1176,Creb3,Creb3,TF,Transcription Factor
1177,Zbtb32,Zbtb32,TF,Transcription Factor
1178,Zhx3,Zhx3,TF,Transcription Factor
1179,Etv2,Etv2,TF,Transcription Factor
1180,Zfp281,Zfp281,TF,Transcription Factor
1181,Nr5a2,Nr5a2,TF,Transcription Factor
1182,Nfic,Nfic,TF,Transcription Factor
1183,Zfp551,Zfp551,TF,Transcription Factor
1184,Zfp606,Zfp606,TF,Transcription Factor
1185,Pax5,Pax5,TF,Transcription Factor
1186,Zbtb5,Zbtb5,TF,Transcription Factor
1187,Pax8,Pax8,TF,Transcription Factor
1188,Zfp11,Zfp11,TF,Transcription Factor
1189,Gm10778,Gm10778,TF,Transcription Factor
1190,Zfp433,Zfp433,TF,Transcription Factor
1191,Gm4767,Gm4767,TF,Transcription Factor
1192,Gm32687,Gm32687,TF,Transcription Factor
1193,Zscan18,Zscan18,TF,Transcription Factor
1194,Zfp873,Zfp873,TF,Transcription Factor
1195,BC024063,BC024063,TF,Transcription Factor
1196,AU041133,AU041133,TF,Transcription Factor
1197,Zfp329,Zfp329,TF,Transcription Factor
1198,Zfp938,Zfp938,TF,Transcription Factor
1199,Gm4924,Gm4924,TF,Transcription Factor
1200,Nfyb,Nfyb,TF,Transcription Factor
1201,Sox17,Sox17,TF,Transcription Factor
1202,Zfp128,Zfp128,TF,Transcription Factor
1203,Zscan22,Zscan22,TF,Transcription Factor
1204,Zfp324,Zfp324,TF,Transcription Factor
1205,Ikzf5,Ikzf5,TF,Transcription Factor
1206,Foxe1,Foxe1,TF,Transcription Factor
1207,Hmx3,Hmx3,TF,Transcription Factor
1208,Hmx2,Hmx2,TF,Transcription Factor
1209,Pou2f2,Pou2f2,TF,Transcription Factor
1210,Gtf2i,Gtf2i,TF,Transcription Factor
1211,Nr4a3,Nr4a3,TF,Transcription Factor
1212,Zfp526,Zfp526,TF,Transcription Factor
1213,Zfp189,Zfp189,TF,Transcription Factor
1214,Erf,Erf,TF,Transcription Factor
1215,Gtf2ird1,Gtf2ird1,TF,Transcription Factor
1216,Bcl6b,Bcl6b,TF,Transcription Factor
1217,Tal2,Tal2,TF,Transcription Factor
1218,Nkx1-2,Nkx1-2,TF,Transcription Factor
1219,Myod1,Myod1,TF,Transcription Factor
1220,Mybl2,Mybl2,TF,Transcription Factor
1221,Hsf5,Hsf5,TF,Transcription Factor
1222,Arid3c,Arid3c,TF,Transcription Factor
1223,Pou3f3,Pou3f3,TF,Transcription Factor
1224,Lhx9,Lhx9,TF,Transcription Factor
1225,Alx4,Alx4,TF,Transcription Factor
1226,Hnf4a,Hnf4a,TF,Transcription Factor
1227,Cic,Cic,TF,Transcription Factor
1228,Zbtb41,Zbtb41,TF,Transcription Factor
1229,Zbtb49,Zbtb49,TF,Transcription Factor
1230,Nhlh1,Nhlh1,TF,Transcription Factor
1231,Vezf1,Vezf1,TF,Transcription Factor
1232,Neurod1,Neurod1,TF,Transcription Factor
1233,St18,St18,TF,Transcription Factor
1234,Rbpjl,Rbpjl,TF,Transcription Factor
1235,Ciao1,Ciao1,TF,Transcription Factor
1236,Usf2,Usf2,TF,Transcription Factor
1237,Preb,Preb,TF,Transcription Factor
1238,Tcf23,Tcf23,TF,Transcription Factor
1239,Rbak,Rbak,TF,Transcription Factor
1240,Zfp12,Zfp12,TF,Transcription Factor
1241,Zfp853,Zfp853,TF,Transcription Factor
1242,Foxi2,Foxi2,TF,Transcription Factor
1243,Xbp1,Xbp1,TF,Transcription Factor
1244,Hlf,Hlf,TF,Transcription Factor
1245,Arap1,Arap1,TF,Transcription Factor
1246,Kcnip3,Kcnip3,TF,Transcription Factor
1247,Sox9,Sox9,TF,Transcription Factor
1248,Ifi206,Ifi206,TF,Transcription Factor
1249,Ifi207,Ifi207,TF,Transcription Factor
1250,Ifi204,Ifi204,TF,Transcription Factor
1251,E2f8,E2f8,TF,Transcription Factor
1252,Aebp1,Aebp1,TF,Transcription Factor
1253,Zfp661,Zfp661,TF,Transcription Factor
1254,Dbx1,Dbx1,TF,Transcription Factor
1255,Ebf3,Ebf3,TF,Transcription Factor
1256,Zfp3,Zfp3,TF,Transcription Factor
1257,Phox2a,Phox2a,TF,Transcription Factor
1258,Zc3h8,Zc3h8,TF,Transcription Factor
1259,Nkx6-2,Nkx6-2,TF,Transcription Factor
1260,Ehf,Ehf,TF,Transcription Factor
1261,Elf5,Elf5,TF,Transcription Factor
1262,Usf1,Usf1,TF,Transcription Factor
1263,Tstd1,Tstd1,TF,Transcription Factor
1264,Fev,Fev,TF,Transcription Factor
1265,Purb,Purb,TF,Transcription Factor
1266,Cebpg,Cebpg,TF,Transcription Factor
1267,Cebpa,Cebpa,TF,Transcription Factor
1268,Sox13,Sox13,TF,Transcription Factor
1269,Zfp663,Zfp663,TF,Transcription Factor
1270,Irf6,Irf6,TF,Transcription Factor
1271,Zfp334,Zfp334,TF,Transcription Factor
1272,Ebf4,Ebf4,TF,Transcription Factor
1273,Ikzf1,Ikzf1,TF,Transcription Factor
1274,Zfp941,Zfp941,TF,Transcription Factor
1275,Zfp507,Zfp507,TF,Transcription Factor
1276,Zkscan2,Zkscan2,TF,Transcription Factor
1277,Zfp536,Zfp536,TF,Transcription Factor
1278,Wt1,Wt1,TF,Transcription Factor
1279,Zfp735,Zfp735,TF,Transcription Factor
1280,Zfp616,Zfp616,TF,Transcription Factor
1281,Dlx3,Dlx3,TF,Transcription Factor
1282,Dlx4,Dlx4,TF,Transcription Factor
1283,Meis1,Meis1,TF,Transcription Factor
1284,Zfp619,Zfp619,TF,Transcription Factor
1285,Irf7,Irf7,TF,Transcription Factor
1286,Mnt,Mnt,TF,Transcription Factor
1287,Deaf1,Deaf1,TF,Transcription Factor
1288,Zfp652,Zfp652,TF,Transcription Factor
1289,Pax6,Pax6,TF,Transcription Factor
1290,Otx1,Otx1,TF,Transcription Factor
1291,Hoxb13,Hoxb13,TF,Transcription Factor
1292,Hoxb9,Hoxb9,TF,Transcription Factor
1293,Hoxb8,Hoxb8,TF,Transcription Factor
1294,Hoxb7,Hoxb7,TF,Transcription Factor
1295,Hoxb6,Hoxb6,TF,Transcription Factor
1296,Hoxb5,Hoxb5,TF,Transcription Factor
1297,Hoxb4,Hoxb4,TF,Transcription Factor
1298,Snai1,Snai1,TF,Transcription Factor
1299,Hoxb3,Hoxb3,TF,Transcription Factor
1300,Hoxb2,Hoxb2,TF,Transcription Factor
1301,Hoxb1,Hoxb1,TF,Transcription Factor
1302,Cebpb,Cebpb,TF,Transcription Factor
1303,Nfe2l1,Nfe2l1,TF,Transcription Factor
1304,Sp2,Sp2,TF,Transcription Factor
1305,Sp6,Sp6,TF,Transcription Factor
1306,Tbx21,Tbx21,TF,Transcription Factor
1307,Zbtb34,Zbtb34,TF,Transcription Factor
1308,Ascl2,Ascl2,TF,Transcription Factor
1309,Tlx3,Tlx3,TF,Transcription Factor
1310,Hic1,Hic1,TF,Transcription Factor
1311,Lmx1b,Lmx1b,TF,Transcription Factor
1312,Nfatc2,Nfatc2,TF,Transcription Factor
1313,Pbx3,Pbx3,TF,Transcription Factor
1314,Bmyc,Bmyc,TF,Transcription Factor
1315,Sohlh1,Sohlh1,TF,Transcription Factor
1316,Msx3,Msx3,TF,Transcription Factor
1317,Zfp446,Zfp446,TF,Transcription Factor
1318,Zbtb45,Zbtb45,TF,Transcription Factor
1319,Mzf1,Mzf1,TF,Transcription Factor
1320,Zfp954,Zfp954,TF,Transcription Factor
1321,Zfp773,Zfp773,TF,Transcription Factor
1322,Meis3,Meis3,TF,Transcription Factor
1323,Sall4,Sall4,TF,Transcription Factor
1324,Tshz2,Tshz2,TF,Transcription Factor
1325,Zfp217,Zfp217,TF,Transcription Factor
1326,Tfap2c,Tfap2c,TF,Transcription Factor
1327,Ctcfl,Ctcfl,TF,Transcription Factor
1328,Nacc2,Nacc2,TF,Transcription Factor
1329,Lhx3,Lhx3,TF,Transcription Factor
1330,Zfp770,Zfp770,TF,Transcription Factor
1331,Meis2,Meis2,TF,Transcription Factor
1332,Ovol2,Ovol2,TF,Transcription Factor
1333,Lhx6,Lhx6,TF,Transcription Factor
1334,Insm1,Insm1,TF,Transcription Factor
1335,Zbtb6,Zbtb6,TF,Transcription Factor
1336,Zbtb26,Zbtb26,TF,Transcription Factor
1337,Nkx2-4,Nkx2-4,TF,Transcription Factor
1338,Nkx2-2,Nkx2-2,TF,Transcription Factor
1339,Pax1,Pax1,TF,Transcription Factor
1340,Foxa2,Foxa2,TF,Transcription Factor
1341,Gzf1,Gzf1,TF,Transcription Factor
1342,Zfp120,Zfp120,TF,Transcription Factor
1343,Gm10770,Gm10770,TF,Transcription Factor
1344,Gm14139,Gm14139,TF,Transcription Factor
1345,Zfp937,Zfp937,TF,Transcription Factor
1346,Gm21994,Gm21994,TF,Transcription Factor
1347,Gm14124,Gm14124,TF,Transcription Factor
1348,Zfp442,Zfp442,TF,Transcription Factor
1349,Zfp345,Zfp345,TF,Transcription Factor
1350,Vsx1,Vsx1,TF,Transcription Factor
1351,Lhx2,Lhx2,TF,Transcription Factor
1352,Nr5a1,Nr5a1,TF,Transcription Factor
1353,Nr6a1,Nr6a1,TF,Transcription Factor
1354,Zeb2,Zeb2,TF,Transcription Factor
1355,Nr4a2,Nr4a2,TF,Transcription Factor
1356,Tbr1,Tbr1,TF,Transcription Factor
1357,Egfl7,Mir126a,MiRNA_HG,miRNA host gene
1358,AC124108.1,Mir135b,MiRNA_HG,miRNA host gene
1359,Gm27029,Mir6929,MiRNA_HG,miRNA host gene
1360,Acvr1b,Mir6962,MiRNA_HG,miRNA host gene
1361,Syne2,Mir5101,MiRNA_HG,miRNA host gene
1362,Cep170,Mir350,MiRNA_HG,miRNA host gene
1363,Tlcd2,Mir22,MiRNA_HG,miRNA host gene
1364,Myh7b,Mir499,MiRNA_HG,miRNA host gene
1365,Copz2,Mir152,MiRNA_HG,miRNA host gene
1366,F630028O10Rik,Mir223,MiRNA_HG,miRNA host gene
1367,Gm28119,Mir125b-1,MiRNA_HG,miRNA host gene
1368,Itga5,Mir6963,MiRNA_HG,miRNA host gene
1369,Fam114a1,Mir574,MiRNA_HG,miRNA host gene
1370,Atp9a,Mir7004,MiRNA_HG,miRNA host gene
1371,C130071C03Rik,Mir9-2,MiRNA_HG,miRNA host gene
1372,Lpp,Mir28a,MiRNA_HG,miRNA host gene
1374,Grtp1,Mir1968,MiRNA_HG,miRNA host gene
1375,Myh7,Mir208b,MiRNA_HG,miRNA host gene
1376,Ptges3l,Mir6929,MiRNA_HG,miRNA host gene
1377,Ttc28,Mir701,MiRNA_HG,miRNA host gene
1378,Snhg20,Mir6516,MiRNA_HG,miRNA host gene
1379,Troap,Mir6960,MiRNA_HG,miRNA host gene
1380,Alg10b,Mir7648,MiRNA_HG,miRNA host gene
1381,Cfb,Mir6972,MiRNA_HG,miRNA host gene
1382,C2cd2,Mir6964,MiRNA_HG,miRNA host gene
1383,Chm,Mir361,MiRNA_HG,miRNA host gene
1384,Glce,Mir5133,MiRNA_HG,miRNA host gene
1385,Add1,Mir7036b,MiRNA_HG,miRNA host gene
1386,Atp6v0a1,Mir6928,MiRNA_HG,miRNA host gene
1387,Samd4b,Mir7049,MiRNA_HG,miRNA host gene
1388,Raver1,Mir7082,MiRNA_HG,miRNA host gene
1389,Pink1,Mir7019,MiRNA_HG,miRNA host gene
1390,Tatdn2,Mir7042,MiRNA_HG,miRNA host gene
1391,Ncl,mmu-mir-3535,MiRNA_HG,miRNA host gene
1392,Dock5,Mir6539,MiRNA_HG,miRNA host gene
1393,Pak4,Mir7049,MiRNA_HG,miRNA host gene
1394,AL805899.1,Mir31,MiRNA_HG,miRNA host gene
1395,Sbf1,Mir6959,MiRNA_HG,miRNA host gene
1396,Rpl13a,Mir5121,MiRNA_HG,miRNA host gene
1397,Itpk1,Mir1936,MiRNA_HG,miRNA host gene
1398,B3galt1,Mir7224,MiRNA_HG,miRNA host gene
1399,Smurf1,Mir7039,MiRNA_HG,miRNA host gene
1400,Myh3,Mir6923,MiRNA_HG,miRNA host gene
1401,Oaz1,Mir1982,MiRNA_HG,miRNA host gene
1402,Adam19,Mir8100,MiRNA_HG,miRNA host gene
1403,Scd2,Mir5114,MiRNA_HG,miRNA host gene
1404,Trmt1l,Mir7682,MiRNA_HG,miRNA host gene
1405,Tbkbp1,Mir7235,MiRNA_HG,miRNA host gene
1406,Akt1,Mir6939,MiRNA_HG,miRNA host gene
1407,Gap43,Mir6540,MiRNA_HG,miRNA host gene
1408,P2rx7,Mir8115,MiRNA_HG,miRNA host gene
1409,Xkr6,Mir598,MiRNA_HG,miRNA host gene
1410,Mgat4b,Mir6919,MiRNA_HG,miRNA host gene
1412,Cdk17,Mir1931,MiRNA_HG,miRNA host gene
1413,Anxa5,Mir7009,MiRNA_HG,miRNA host gene
1414,Slit2,Mir218-1,MiRNA_HG,miRNA host gene
1415,Irak1,Mir5132,MiRNA_HG,miRNA host gene
1416,Wdfy2,Mir8098,MiRNA_HG,miRNA host gene
1417,Tectb,Mir6715,MiRNA_HG,miRNA host gene
1418,Ecm1,Mir7014,MiRNA_HG,miRNA host gene
1419,Ddhd1,Mir5131,MiRNA_HG,miRNA host gene
1420,Plxnb2,Mir7118,MiRNA_HG,miRNA host gene
1421,Rasa4,Mir7035,MiRNA_HG,miRNA host gene
1422,Slc9a1,Mir5122,MiRNA_HG,miRNA host gene
1423,Ints1,Mir7037,MiRNA_HG,miRNA host gene
1424,Fads1,Mir6993,MiRNA_HG,miRNA host gene
1425,Pank2,Mir103-2,MiRNA_HG,miRNA host gene
1426,Mroh1,Mir6954,MiRNA_HG,miRNA host gene
1427,AA467197,Mir147,MiRNA_HG,miRNA host gene
1428,Acly,Mir7116,MiRNA_HG,miRNA host gene
1429,Ripor1,Mir1966,MiRNA_HG,miRNA host gene
1430,Anxa2,Mir3109,MiRNA_HG,miRNA host gene
1431,C3,Mir6978,MiRNA_HG,miRNA host gene
1433,Plod3,Mir702,MiRNA_HG,miRNA host gene
1434,Patl1,Mir6994,MiRNA_HG,miRNA host gene
1435,Pank3,Mir103-1,MiRNA_HG,miRNA host gene
1436,Slc17a7,Mir7055,MiRNA_HG,miRNA host gene
1437,Ugp2,Mir1933,MiRNA_HG,miRNA host gene
1438,Gm35853,Mir1941,MiRNA_HG,miRNA host gene
1439,Smap2,Mir7015,MiRNA_HG,miRNA host gene
1440,Plekha1,Mir7061,MiRNA_HG,miRNA host gene
1441,Cd74,Mir5107,MiRNA_HG,miRNA host gene
1442,Pgs1,Mir6933,MiRNA_HG,miRNA host gene
1443,Tmem94,Mir5621,MiRNA_HG,miRNA host gene
1444,Tkt,Mir3076,MiRNA_HG,miRNA host gene
1445,Rcan3,Mir700,MiRNA_HG,miRNA host gene
1446,Gm17494,Mir760,MiRNA_HG,miRNA host gene
1447,Pank1,Mir107,MiRNA_HG,miRNA host gene
1448,Col27a1,Mir455,MiRNA_HG,miRNA host gene
1449,D030055H07Rik,Mir135a-1,MiRNA_HG,miRNA host gene
1450,Sgcz,Mir383,MiRNA_HG,miRNA host gene
1451,Dbn1,Mir6944,MiRNA_HG,miRNA host gene
1452,Wasf2,Mir7017,MiRNA_HG,miRNA host gene
1453,Dennd6b,Mir6958,MiRNA_HG,miRNA host gene
1454,Sptan1,Mir6997,MiRNA_HG,miRNA host gene
1455,Jag2,Mir6941,MiRNA_HG,miRNA host gene
1456,Tango2,Mir185,MiRNA_HG,miRNA host gene
1457,Rabac1,Mir7046,MiRNA_HG,miRNA host gene
1458,Eml2,Mir330,MiRNA_HG,miRNA host gene
1459,2210011C24Rik,Mir1199,MiRNA_HG,miRNA host gene
1460,Baiap3,Mir3547,MiRNA_HG,miRNA host gene
1461,Gpc1,Mir149,MiRNA_HG,miRNA host gene
1462,Trpm1,Mir211,MiRNA_HG,miRNA host gene
1463,Shank2,Mir3105,MiRNA_HG,miRNA host gene
1464,Hip1r,Mir7032,MiRNA_HG,miRNA host gene
1465,Narfl,Mir6966,MiRNA_HG,miRNA host gene
1466,Apba3,Mir3057,MiRNA_HG,miRNA host gene
1467,Gm49394,Mir483,MiRNA_HG,miRNA host gene
1468,Boc,Mir3081,MiRNA_HG,miRNA host gene
1469,Rgs12,Mir3097,MiRNA_HG,miRNA host gene
1470,Gm2044,Mir202,MiRNA_HG,miRNA host gene
1471,Cnot1,Mir7073,MiRNA_HG,miRNA host gene
1472,Dohh,Mir6913,MiRNA_HG,miRNA host gene
1473,Ndufa10,Mir6900,MiRNA_HG,miRNA host gene
1474,Smoc1,Mir3067,MiRNA_HG,miRNA host gene
1475,Ryr1,Mir1963,MiRNA_HG,miRNA host gene
1476,Vmp1,Mir21a,MiRNA_HG,miRNA host gene
1477,Ank,Mir7117,MiRNA_HG,miRNA host gene
1478,AC157910.3,Mir122,MiRNA_HG,miRNA host gene
1479,Nexmif,Mir672,MiRNA_HG,miRNA host gene
1480,Map4k2,Mir6989,MiRNA_HG,miRNA host gene
1481,Tbc1d16,Mir6934,MiRNA_HG,miRNA host gene
1482,Klhl3,Mir874,MiRNA_HG,miRNA host gene
1483,Rabgap1l,Mir1927,MiRNA_HG,miRNA host gene
1484,Chrm2,Mir490,MiRNA_HG,miRNA host gene
1485,Fgf13,Mir504,MiRNA_HG,miRNA host gene
1486,2010111I01Rik,Mir23b,MiRNA_HG,miRNA host gene
1487,2610318N02Rik,Mir301b,MiRNA_HG,miRNA host gene
1488,2700081O15Rik,Mir6991,MiRNA_HG,miRNA host gene
1489,A330023F24Rik,Mir29c,MiRNA_HG,miRNA host gene
1490,A430106G13Rik,Mir181b-1,MiRNA_HG,miRNA host gene
1491,Arpp21,Mir128-2,MiRNA_HG,miRNA host gene
1492,Astn1,Mir488,MiRNA_HG,miRNA host gene
1493,Calcr,Mir653,MiRNA_HG,miRNA host gene
1494,Cdc20b,Mir449b,MiRNA_HG,miRNA host gene
1495,Clcn5,Mir188,MiRNA_HG,miRNA host gene
1496,Dio3os,Mir1247,MiRNA_HG,miRNA host gene
1497,Dock6,Mir7083,MiRNA_HG,miRNA host gene
1498,Evl,Mir342,MiRNA_HG,miRNA host gene
1499,Gabre,Mir224,MiRNA_HG,miRNA host gene
1500,Gm16863,Mir7680,MiRNA_HG,miRNA host gene
1501,Gm28653,Mir206,MiRNA_HG,miRNA host gene
1502,Gm4258,Mir181a-1,MiRNA_HG,miRNA host gene
1503,Gm49317,Mir100,MiRNA_HG,miRNA host gene
1504,Gucy1a1,Mir7010,MiRNA_HG,miRNA host gene
1506,Htr2c,Mir1298,MiRNA_HG,miRNA host gene
1507,Igf2,Mir483,MiRNA_HG,miRNA host gene
1508,Josd2,Mir7052,MiRNA_HG,miRNA host gene
1509,Mest,Mir335,MiRNA_HG,miRNA host gene
1510,Mir124-2hg,Mir124a-2,MiRNA_HG,miRNA host gene
1511,Mir124a-1hg,Mir124a-1,MiRNA_HG,miRNA host gene
1512,Mir133a-1hg,Mir133a-1,MiRNA_HG,miRNA host gene
1513,Mir155hg,Mir155,MiRNA_HG,miRNA host gene
1514,Mir17hg,Mir19b-1,MiRNA_HG,miRNA host gene
1515,Mir22hg,Mir22,MiRNA_HG,miRNA host gene
1516,Mir670hg,Mir670,MiRNA_HG,miRNA host gene
1517,Mir9-3hg,Mir9-3,MiRNA_HG,miRNA host gene
1518,Mir99ahg,Mir125b-2,MiRNA_HG,miRNA host gene
1519,Mirg,Mir134,MiRNA_HG,miRNA host gene
1520,Nanos3,Mir181d,MiRNA_HG,miRNA host gene
1521,Nav1,Mir1231,MiRNA_HG,miRNA host gene
1523,Pde2a,Mir139,MiRNA_HG,miRNA host gene
1524,Pdlim7,Mir6945,MiRNA_HG,miRNA host gene
1526,Sh2b3,Mir7031,MiRNA_HG,miRNA host gene
1527,Tmem164,Mir652,MiRNA_HG,miRNA host gene
1528,Trpm3,Mir204,MiRNA_HG,miRNA host gene
1529,Ttll10,Mir429,MiRNA_HG,miRNA host gene
1531,Brca2,Brca2,HAT,Histone Modifying Enzyme
1532,Cdyl,Cdyl,HAT,Histone Modifying Enzyme
1533,Crebbp,Crebbp,HAT,Histone Modifying Enzyme
1534,Gtf2b,Gtf2b,HAT,Histone Modifying Enzyme
1535,Gtf3c4,Gtf3c4,HAT,Histone Modifying Enzyme
1536,Hat1,Hat1,HAT,Histone Modifying Enzyme
1537,Kat2a,Kat2a,HAT,Histone Modifying Enzyme
1538,Kat2b,Kat2b,HAT,Histone Modifying Enzyme
1539,Kat5,Kat5,HAT,Histone Modifying Enzyme
1540,Kat6a,Kat6a,HAT,Histone Modifying Enzyme
1541,Kat6b,Kat6b,HAT,Histone Modifying Enzyme
1542,Kat7,Kat7,HAT,Histone Modifying Enzyme
1543,Kat8,Kat8,HAT,Histone Modifying Enzyme
1544,Kat14,Kat14,HAT,Histone Modifying Enzyme
1545,Mcm3ap,Mcm3ap,HAT,Histone Modifying Enzyme
1547,Mettl8,Mettl8,HAT,Histone Modifying Enzyme
1548,Msl3,Msl3,HAT,Histone Modifying Enzyme
1549,Naa40,Naa40,HAT,Histone Modifying Enzyme
1550,Naa50,Naa50,HAT,Histone Modifying Enzyme
1551,Naa60,Naa60,HAT,Histone Modifying Enzyme
1552,Nat8f3,Nat8f3,HAT,Histone Modifying Enzyme
1553,Nat8f7,Nat8f7,HAT,Histone Modifying Enzyme
1554,Ncoa1,Ncoa1,HAT,Histone Modifying Enzyme
1555,Ncoa3,Ncoa3,HAT,Histone Modifying Enzyme
1557,Tada2a,Tada2a,HAT,Histone Modifying Enzyme
1558,Taf1,Taf1,HAT,Histone Modifying Enzyme
1559,Atxn3,Atxn3,HDAC,Histone Modifying Enzyme
1560,Hdac1,Hdac1,HDAC,Histone Modifying Enzyme
1561,Hdac2,Hdac2,HDAC,Histone Modifying Enzyme
1562,Hdac3,Hdac3,HDAC,Histone Modifying Enzyme
1563,Hdac4,Hdac4,HDAC,Histone Modifying Enzyme
1564,Hdac5,Hdac5,HDAC,Histone Modifying Enzyme
1565,Hdac6,Hdac6,HDAC,Histone Modifying Enzyme
1566,Hdac7,Hdac7,HDAC,Histone Modifying Enzyme
1567,Hdac8,Hdac8,HDAC,Histone Modifying Enzyme
1568,Hdac9,Hdac9,HDAC,Histone Modifying Enzyme
1569,Hdac10,Hdac10,HDAC,Histone Modifying Enzyme
1570,Hdac11,Hdac11,HDAC,Histone Modifying Enzyme
1571,Mier1,Mier1,HDAC,Histone Modifying Enzyme
1572,Mier2,Mier2,HDAC,Histone Modifying Enzyme
1573,Mta2,Mta2,HDAC,Histone Modifying Enzyme
1574,Sirt1,Sirt1,HDAC,Histone Modifying Enzyme
1575,Sirt2,Sirt2,HDAC,Histone Modifying Enzyme
1576,Sirt3,Sirt3,HDAC,Histone Modifying Enzyme
1577,Sirt6,Sirt6,HDAC,Histone Modifying Enzyme
1578,Sirt7,Sirt7,HDAC,Histone Modifying Enzyme
1579,Suds3,Suds3,HDAC,Histone Modifying Enzyme
1580,Ash1l,Ash1l,HMT,Histone Modifying Enzyme
1581,Ash2l,Ash2l,HMT,Histone Modifying Enzyme
1582,Carm1,Carm1,HMT,Histone Modifying Enzyme
1583,Cxxc1,Cxxc1,HMT,Histone Modifying Enzyme
1584,Dot1l,Dot1l,HMT,Histone Modifying Enzyme
1585,Eed,Eed,HMT,Histone Modifying Enzyme
1586,Ehmt1,Ehmt1,HMT,Histone Modifying Enzyme
1587,Ehmt2,Ehmt2,HMT,Histone Modifying Enzyme
1588,Ezh1,Ezh1,HMT,Histone Modifying Enzyme
1589,Ezh2,Ezh2,HMT,Histone Modifying Enzyme
1590,Fbl,Fbl,HMT,Histone Modifying Enzyme
1591,Fbll1,Fbll1,HMT,Histone Modifying Enzyme
1592,Jarid2,Jarid2,HMT,Histone Modifying Enzyme
1593,Kmt2a,Kmt2a,HMT,Histone Modifying Enzyme
1594,Kmt2b,Kmt2b,HMT,Histone Modifying Enzyme
1595,Kmt2c,Kmt2c,HMT,Histone Modifying Enzyme
1596,Kmt5a,Kmt5a,HMT,Histone Modifying Enzyme
1597,Kmt5b,Kmt5b,HMT,Histone Modifying Enzyme
1598,Kmt5c,Kmt5c,HMT,Histone Modifying Enzyme
1599,Mettl23,Mettl23,HMT,Histone Modifying Enzyme
1600,N6amt1,N6amt1,HMT,Histone Modifying Enzyme
1601,Nsd1,Nsd1,HMT,Histone Modifying Enzyme
1602,Nsd2,Nsd2,HMT,Histone Modifying Enzyme
1603,Nsd3,Nsd3,HMT,Histone Modifying Enzyme
1604,Ntmt1,Ntmt1,HMT,Histone Modifying Enzyme
1605,Prdm6,Prdm6,HMT,Histone Modifying Enzyme
1606,Prdm8,Prdm8,HMT,Histone Modifying Enzyme
1607,Prdm9,Prdm9,HMT,Histone Modifying Enzyme
1608,Prdm13,Prdm13,HMT,Histone Modifying Enzyme
1609,Prmt1,Prmt1,HMT,Histone Modifying Enzyme
1610,Prmt2,Prmt2,HMT,Histone Modifying Enzyme
1611,Prmt5,Prmt5,HMT,Histone Modifying Enzyme
1612,Prmt6,Prmt6,HMT,Histone Modifying Enzyme
1613,Prmt7,Prmt7,HMT,Histone Modifying Enzyme
1614,Prmt8,Prmt8,HMT,Histone Modifying Enzyme
