,assays,leiden,topics,keep
parse_hipp_12_Topic10_R81,parse_hipp_12,11,Topic_12,False
parse_hipp_12_Topic11_R81,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic12_R81,parse_hipp_12,8,Topic_9,True
parse_hipp_12_Topic1_R82,parse_hipp_12,3,Topic_4,True
parse_hipp_12_Topic2_R82,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic3_R82,parse_hipp_12,4,Topic_5,True
parse_hipp_12_Topic4_R82,parse_hipp_12,7,Topic_8,True
parse_hipp_12_Topic5_R82,parse_hipp_12,9,Topic_10,True
parse_hipp_12_Topic6_R82,parse_hipp_12,5,Topic_6,True
parse_hipp_12_Topic7_R82,parse_hipp_12,10,Topic_11,True
parse_hipp_12_Topic8_R82,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic9_R82,parse_hipp_12,6,Topic_7,True
parse_hipp_12_Topic10_R82,parse_hipp_12,0,Topic_1,True
parse_hipp_12_Topic11_R82,parse_hipp_12,11,Topic_12,False
parse_hipp_12_Topic12_R82,parse_hipp_12,8,Topic_9,True
parse_hipp_12_Topic1_R83,parse_hipp_12,7,Topic_8,True
parse_hipp_12_Topic2_R83,parse_hipp_12,3,Topic_4,True
parse_hipp_12_Topic3_R83,parse_hipp_12,4,Topic_5,True
parse_hipp_12_Topic4_R83,parse_hipp_12,5,Topic_6,True
parse_hipp_12_Topic5_R83,parse_hipp_12,5,Topic_6,True
parse_hipp_12_Topic6_R83,parse_hipp_12,0,Topic_1,True
parse_hipp_12_Topic7_R83,parse_hipp_12,11,Topic_12,False
parse_hipp_12_Topic8_R83,parse_hipp_12,0,Topic_1,True
parse_hipp_12_Topic9_R83,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic10_R83,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic11_R83,parse_hipp_12,8,Topic_9,True
parse_hipp_12_Topic12_R83,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic1_R84,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic2_R84,parse_hipp_12,8,Topic_9,True
parse_hipp_12_Topic3_R84,parse_hipp_12,3,Topic_4,True
parse_hipp_12_Topic4_R84,parse_hipp_12,5,Topic_6,True
parse_hipp_12_Topic5_R84,parse_hipp_12,6,Topic_7,True
parse_hipp_12_Topic6_R84,parse_hipp_12,13,Topic_14,True
parse_hipp_12_Topic7_R84,parse_hipp_12,0,Topic_1,True
parse_hipp_12_Topic8_R84,parse_hipp_12,6,Topic_7,True
parse_hipp_12_Topic9_R84,parse_hipp_12,10,Topic_11,True
parse_hipp_12_Topic10_R84,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic11_R84,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic12_R84,parse_hipp_12,4,Topic_5,True
parse_hipp_12_Topic1_R85,parse_hipp_12,0,Topic_1,True
parse_hipp_12_Topic2_R85,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic3_R85,parse_hipp_12,4,Topic_5,True
parse_hipp_12_Topic4_R85,parse_hipp_12,11,Topic_12,False
parse_hipp_12_Topic5_R85,parse_hipp_12,8,Topic_9,True
parse_hipp_12_Topic6_R85,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic7_R85,parse_hipp_12,4,Topic_5,True
parse_hipp_12_Topic8_R85,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic9_R85,parse_hipp_12,11,Topic_12,False
parse_hipp_12_Topic10_R85,parse_hipp_12,3,Topic_4,True
parse_hipp_12_Topic11_R85,parse_hipp_12,7,Topic_8,True
parse_hipp_12_Topic12_R85,parse_hipp_12,11,Topic_12,False
parse_hipp_12_Topic1_R86,parse_hipp_12,7,Topic_8,True
parse_hipp_12_Topic2_R86,parse_hipp_12,11,Topic_12,False
parse_hipp_12_Topic3_R86,parse_hipp_12,10,Topic_11,True
parse_hipp_12_Topic4_R86,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic5_R86,parse_hipp_12,8,Topic_9,True
parse_hipp_12_Topic6_R86,parse_hipp_12,0,Topic_1,True
parse_hipp_12_Topic7_R86,parse_hipp_12,5,Topic_6,True
parse_hipp_12_Topic8_R86,parse_hipp_12,4,Topic_5,True
parse_hipp_12_Topic9_R86,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic10_R86,parse_hipp_12,8,Topic_9,True
parse_hipp_12_Topic11_R86,parse_hipp_12,3,Topic_4,True
parse_hipp_12_Topic12_R86,parse_hipp_12,6,Topic_7,True
parse_hipp_12_Topic1_R87,parse_hipp_12,9,Topic_10,True
parse_hipp_12_Topic2_R87,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic3_R87,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic4_R87,parse_hipp_12,13,Topic_14,True
parse_hipp_12_Topic5_R87,parse_hipp_12,5,Topic_6,True
parse_hipp_12_Topic6_R87,parse_hipp_12,14,Topic_15,True
parse_hipp_12_Topic7_R87,parse_hipp_12,4,Topic_5,True
parse_hipp_12_Topic8_R87,parse_hipp_12,3,Topic_4,True
parse_hipp_12_Topic9_R87,parse_hipp_12,11,Topic_12,False
parse_hipp_12_Topic10_R87,parse_hipp_12,0,Topic_1,True
parse_hipp_12_Topic11_R87,parse_hipp_12,4,Topic_5,True
parse_hipp_12_Topic12_R87,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic1_R88,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic2_R88,parse_hipp_12,13,Topic_14,True
parse_hipp_12_Topic3_R88,parse_hipp_12,4,Topic_5,True
parse_hipp_12_Topic4_R88,parse_hipp_12,0,Topic_1,True
parse_hipp_12_Topic5_R88,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic6_R88,parse_hipp_12,3,Topic_4,True
parse_hipp_12_Topic7_R88,parse_hipp_12,9,Topic_10,True
parse_hipp_12_Topic8_R88,parse_hipp_12,4,Topic_5,True
parse_hipp_12_Topic9_R88,parse_hipp_12,5,Topic_6,True
parse_hipp_12_Topic10_R88,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic11_R88,parse_hipp_12,10,Topic_11,True
parse_hipp_12_Topic12_R88,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic1_R89,parse_hipp_12,8,Topic_9,True
parse_hipp_12_Topic2_R89,parse_hipp_12,3,Topic_4,True
parse_hipp_12_Topic3_R89,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic4_R89,parse_hipp_12,0,Topic_1,True
parse_hipp_12_Topic5_R89,parse_hipp_12,10,Topic_11,True
parse_hipp_12_Topic6_R89,parse_hipp_12,6,Topic_7,True
parse_hipp_12_Topic7_R89,parse_hipp_12,5,Topic_6,True
parse_hipp_12_Topic8_R89,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic9_R89,parse_hipp_12,4,Topic_5,True
parse_hipp_12_Topic10_R89,parse_hipp_12,7,Topic_8,True
parse_hipp_12_Topic11_R89,parse_hipp_12,11,Topic_12,False
parse_hipp_12_Topic12_R89,parse_hipp_12,6,Topic_7,True
parse_hipp_12_Topic1_R90,parse_hipp_12,11,Topic_12,False
parse_hipp_12_Topic2_R90,parse_hipp_12,7,Topic_8,True
parse_hipp_12_Topic3_R90,parse_hipp_12,11,Topic_12,False
parse_hipp_12_Topic4_R90,parse_hipp_12,11,Topic_12,False
parse_hipp_12_Topic5_R90,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic6_R90,parse_hipp_12,4,Topic_5,True
parse_hipp_12_Topic7_R90,parse_hipp_12,8,Topic_9,True
parse_hipp_12_Topic8_R90,parse_hipp_12,6,Topic_7,True
parse_hipp_12_Topic9_R90,parse_hipp_12,0,Topic_1,True
parse_hipp_12_Topic10_R90,parse_hipp_12,3,Topic_4,True
parse_hipp_12_Topic11_R90,parse_hipp_12,6,Topic_7,True
parse_hipp_12_Topic12_R90,parse_hipp_12,5,Topic_6,True
parse_hipp_12_Topic1_R91,parse_hipp_12,3,Topic_4,True
parse_hipp_12_Topic2_R91,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic3_R91,parse_hipp_12,6,Topic_7,True
parse_hipp_12_Topic4_R91,parse_hipp_12,10,Topic_11,True
parse_hipp_12_Topic5_R91,parse_hipp_12,11,Topic_12,False
parse_hipp_12_Topic6_R91,parse_hipp_12,5,Topic_6,True
parse_hipp_12_Topic7_R91,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic8_R91,parse_hipp_12,4,Topic_5,True
parse_hipp_12_Topic9_R91,parse_hipp_12,0,Topic_1,True
parse_hipp_12_Topic10_R91,parse_hipp_12,8,Topic_9,True
parse_hipp_12_Topic11_R91,parse_hipp_12,7,Topic_8,True
parse_hipp_12_Topic12_R91,parse_hipp_12,4,Topic_5,True
parse_hipp_12_Topic1_R92,parse_hipp_12,7,Topic_8,True
parse_hipp_12_Topic2_R92,parse_hipp_12,3,Topic_4,True
parse_hipp_12_Topic3_R92,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic4_R92,parse_hipp_12,6,Topic_7,True
parse_hipp_12_Topic5_R92,parse_hipp_12,0,Topic_1,True
parse_hipp_12_Topic6_R92,parse_hipp_12,6,Topic_7,True
parse_hipp_12_Topic7_R92,parse_hipp_12,8,Topic_9,True
parse_hipp_12_Topic8_R92,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic9_R92,parse_hipp_12,4,Topic_5,True
parse_hipp_12_Topic10_R92,parse_hipp_12,12,Topic_13,True
parse_hipp_12_Topic11_R92,parse_hipp_12,9,Topic_10,True
parse_hipp_12_Topic12_R92,parse_hipp_12,5,Topic_6,True
parse_hipp_12_Topic1_R93,parse_hipp_12,0,Topic_1,True
parse_hipp_12_Topic2_R93,parse_hipp_12,11,Topic_12,False
parse_hipp_12_Topic3_R93,parse_hipp_12,4,Topic_5,True
parse_hipp_12_Topic4_R93,parse_hipp_12,14,Topic_15,True
parse_hipp_12_Topic5_R93,parse_hipp_12,9,Topic_10,True
parse_hipp_12_Topic6_R93,parse_hipp_12,3,Topic_4,True
parse_hipp_12_Topic7_R93,parse_hipp_12,6,Topic_7,True
parse_hipp_12_Topic8_R93,parse_hipp_12,10,Topic_11,True
parse_hipp_12_Topic9_R93,parse_hipp_12,5,Topic_6,True
parse_hipp_12_Topic10_R93,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic11_R93,parse_hipp_12,7,Topic_8,True
parse_hipp_12_Topic12_R93,parse_hipp_12,4,Topic_5,True
parse_hipp_12_Topic1_R94,parse_hipp_12,11,Topic_12,False
parse_hipp_12_Topic2_R94,parse_hipp_12,0,Topic_1,True
parse_hipp_12_Topic3_R94,parse_hipp_12,11,Topic_12,False
parse_hipp_12_Topic4_R94,parse_hipp_12,3,Topic_4,True
parse_hipp_12_Topic5_R94,parse_hipp_12,13,Topic_14,True
parse_hipp_12_Topic6_R94,parse_hipp_12,6,Topic_7,True
parse_hipp_12_Topic7_R94,parse_hipp_12,5,Topic_6,True
parse_hipp_12_Topic8_R94,parse_hipp_12,4,Topic_5,True
parse_hipp_12_Topic9_R94,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic10_R94,parse_hipp_12,7,Topic_8,True
parse_hipp_12_Topic11_R94,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic12_R94,parse_hipp_12,8,Topic_9,True
parse_hipp_12_Topic1_R95,parse_hipp_12,5,Topic_6,True
parse_hipp_12_Topic2_R95,parse_hipp_12,0,Topic_1,True
parse_hipp_12_Topic3_R95,parse_hipp_12,4,Topic_5,True
parse_hipp_12_Topic4_R95,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic5_R95,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic6_R95,parse_hipp_12,0,Topic_1,True
parse_hipp_12_Topic7_R95,parse_hipp_12,3,Topic_4,True
parse_hipp_12_Topic8_R95,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic9_R95,parse_hipp_12,9,Topic_10,True
parse_hipp_12_Topic10_R95,parse_hipp_12,6,Topic_7,True
parse_hipp_12_Topic11_R95,parse_hipp_12,5,Topic_6,True
parse_hipp_12_Topic12_R95,parse_hipp_12,7,Topic_8,True
parse_hipp_12_Topic1_R96,parse_hipp_12,9,Topic_10,True
parse_hipp_12_Topic2_R96,parse_hipp_12,5,Topic_6,True
parse_hipp_12_Topic3_R96,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic4_R96,parse_hipp_12,0,Topic_1,True
parse_hipp_12_Topic5_R96,parse_hipp_12,11,Topic_12,False
parse_hipp_12_Topic6_R96,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic7_R96,parse_hipp_12,10,Topic_11,True
parse_hipp_12_Topic8_R96,parse_hipp_12,12,Topic_13,True
parse_hipp_12_Topic9_R96,parse_hipp_12,13,Topic_14,True
parse_hipp_12_Topic10_R96,parse_hipp_12,4,Topic_5,True
parse_hipp_12_Topic11_R96,parse_hipp_12,4,Topic_5,True
parse_hipp_12_Topic12_R96,parse_hipp_12,3,Topic_4,True
parse_hipp_12_Topic1_R97,parse_hipp_12,4,Topic_5,True
parse_hipp_12_Topic2_R97,parse_hipp_12,13,Topic_14,True
parse_hipp_12_Topic3_R97,parse_hipp_12,11,Topic_12,False
parse_hipp_12_Topic4_R97,parse_hipp_12,5,Topic_6,True
parse_hipp_12_Topic5_R97,parse_hipp_12,8,Topic_9,True
parse_hipp_12_Topic6_R97,parse_hipp_12,11,Topic_12,False
parse_hipp_12_Topic7_R97,parse_hipp_12,3,Topic_4,True
parse_hipp_12_Topic8_R97,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic9_R97,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic10_R97,parse_hipp_12,6,Topic_7,True
parse_hipp_12_Topic11_R97,parse_hipp_12,6,Topic_7,True
parse_hipp_12_Topic12_R97,parse_hipp_12,0,Topic_1,True
parse_hipp_12_Topic1_R98,parse_hipp_12,7,Topic_8,True
parse_hipp_12_Topic2_R98,parse_hipp_12,8,Topic_9,True
parse_hipp_12_Topic3_R98,parse_hipp_12,5,Topic_6,True
parse_hipp_12_Topic4_R98,parse_hipp_12,8,Topic_9,True
parse_hipp_12_Topic5_R98,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic6_R98,parse_hipp_12,0,Topic_1,True
parse_hipp_12_Topic7_R98,parse_hipp_12,4,Topic_5,True
parse_hipp_12_Topic8_R98,parse_hipp_12,3,Topic_4,True
parse_hipp_12_Topic9_R98,parse_hipp_12,6,Topic_7,True
parse_hipp_12_Topic10_R98,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic11_R98,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic12_R98,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic1_R99,parse_hipp_12,0,Topic_1,True
parse_hipp_12_Topic2_R99,parse_hipp_12,4,Topic_5,True
parse_hipp_12_Topic3_R99,parse_hipp_12,14,Topic_15,True
parse_hipp_12_Topic4_R99,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic5_R99,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic6_R99,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic7_R99,parse_hipp_12,6,Topic_7,True
parse_hipp_12_Topic8_R99,parse_hipp_12,8,Topic_9,True
parse_hipp_12_Topic9_R99,parse_hipp_12,10,Topic_11,True
parse_hipp_12_Topic10_R99,parse_hipp_12,3,Topic_4,True
parse_hipp_12_Topic11_R99,parse_hipp_12,13,Topic_14,True
parse_hipp_12_Topic12_R99,parse_hipp_12,5,Topic_6,True
