,assays,leiden,topics,keep
10x_hipp_13_Topic12_R29,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic13_R29,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic1_R30,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic2_R30,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic3_R30,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic4_R30,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic5_R30,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic6_R30,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic7_R30,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic8_R30,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic9_R30,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic10_R30,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic11_R30,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic12_R30,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic13_R30,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic1_R31,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic2_R31,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic3_R31,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic4_R31,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic5_R31,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic6_R31,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic7_R31,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic8_R31,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic9_R31,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic10_R31,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic11_R31,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic12_R31,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic13_R31,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic1_R32,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic2_R32,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic3_R32,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic4_R32,10x_hipp_13,13,Topic_14,True
10x_hipp_13_Topic5_R32,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic6_R32,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic7_R32,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic8_R32,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic9_R32,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic10_R32,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic11_R32,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic12_R32,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic13_R32,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic1_R33,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic2_R33,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic3_R33,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic4_R33,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic5_R33,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic6_R33,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic7_R33,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic8_R33,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic9_R33,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic10_R33,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic11_R33,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic12_R33,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic13_R33,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic1_R34,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic2_R34,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic3_R34,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic4_R34,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic5_R34,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic6_R34,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic7_R34,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic8_R34,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic9_R34,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic10_R34,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic11_R34,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic12_R34,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic13_R34,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic1_R35,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic2_R35,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic3_R35,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic4_R35,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic5_R35,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic6_R35,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic7_R35,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic8_R35,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic9_R35,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic10_R35,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic11_R35,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic12_R35,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic13_R35,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic1_R36,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic2_R36,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic3_R36,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic4_R36,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic5_R36,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic6_R36,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic7_R36,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic8_R36,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic9_R36,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic10_R36,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic11_R36,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic12_R36,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic13_R36,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic1_R37,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic2_R37,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic3_R37,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic4_R37,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic5_R37,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic6_R37,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic7_R37,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic8_R37,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic9_R37,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic10_R37,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic11_R37,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic12_R37,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic13_R37,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic1_R38,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic2_R38,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic3_R38,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic4_R38,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic5_R38,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic6_R38,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic7_R38,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic8_R38,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic9_R38,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic10_R38,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic11_R38,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic12_R38,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic13_R38,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic1_R39,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic2_R39,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic3_R39,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic4_R39,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic5_R39,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic6_R39,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic7_R39,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic8_R39,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic9_R39,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic10_R39,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic11_R39,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic12_R39,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic13_R39,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic1_R40,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic2_R40,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic3_R40,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic4_R40,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic5_R40,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic6_R40,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic7_R40,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic8_R40,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic9_R40,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic10_R40,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic11_R40,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic12_R40,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic13_R40,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic1_R41,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic2_R41,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic3_R41,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic4_R41,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic5_R41,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic6_R41,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic7_R41,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic8_R41,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic9_R41,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic10_R41,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic11_R41,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic12_R41,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic13_R41,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic1_R42,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic2_R42,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic3_R42,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic4_R42,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic5_R42,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic6_R42,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic7_R42,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic8_R42,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic9_R42,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic10_R42,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic11_R42,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic12_R42,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic13_R42,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic1_R43,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic2_R43,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic3_R43,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic4_R43,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic5_R43,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic6_R43,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic7_R43,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic8_R43,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic9_R43,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic10_R43,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic11_R43,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic12_R43,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic13_R43,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic1_R44,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic2_R44,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic3_R44,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic4_R44,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic5_R44,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic6_R44,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic7_R44,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic8_R44,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic9_R44,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic10_R44,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic11_R44,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic12_R44,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic13_R44,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic1_R45,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic2_R45,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic3_R45,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic4_R45,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic5_R45,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic6_R45,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic7_R45,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic8_R45,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic9_R45,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic10_R45,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic11_R45,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic12_R45,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic13_R45,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic1_R46,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic2_R46,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic3_R46,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic4_R46,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic5_R46,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic6_R46,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic7_R46,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic8_R46,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic9_R46,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic10_R46,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic11_R46,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic12_R46,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic13_R46,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic1_R47,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic2_R47,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic3_R47,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic4_R47,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic5_R47,10x_hipp_13,13,Topic_14,True
10x_hipp_13_Topic6_R47,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic7_R47,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic8_R47,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic9_R47,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic10_R47,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic11_R47,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic12_R47,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic13_R47,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic1_R48,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic2_R48,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic3_R48,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic4_R48,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic5_R48,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic6_R48,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic7_R48,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic8_R48,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic9_R48,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic10_R48,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic11_R48,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic12_R48,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic13_R48,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic1_R49,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic2_R49,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic3_R49,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic4_R49,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic5_R49,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic6_R49,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic7_R49,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic8_R49,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic9_R49,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic10_R49,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic11_R49,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic12_R49,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic13_R49,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic1_R50,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic2_R50,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic3_R50,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic4_R50,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic5_R50,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic6_R50,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic7_R50,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic8_R50,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic9_R50,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic10_R50,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic11_R50,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic12_R50,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic13_R50,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic1_R51,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic2_R51,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic3_R51,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic4_R51,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic5_R51,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic6_R51,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic7_R51,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic8_R51,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic9_R51,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic10_R51,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic11_R51,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic12_R51,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic13_R51,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic1_R52,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic2_R52,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic3_R52,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic4_R52,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic5_R52,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic6_R52,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic7_R52,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic8_R52,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic9_R52,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic10_R52,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic11_R52,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic12_R52,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic13_R52,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic1_R53,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic2_R53,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic3_R53,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic4_R53,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic5_R53,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic6_R53,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic7_R53,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic8_R53,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic9_R53,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic10_R53,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic11_R53,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic12_R53,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic13_R53,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic1_R54,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic2_R54,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic3_R54,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic4_R54,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic5_R54,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic6_R54,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic7_R54,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic8_R54,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic9_R54,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic10_R54,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic11_R54,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic12_R54,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic13_R54,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic1_R55,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic2_R55,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic3_R55,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic4_R55,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic5_R55,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic6_R55,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic7_R55,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic8_R55,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic9_R55,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic10_R55,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic11_R55,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic12_R55,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic13_R55,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic1_R56,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic2_R56,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic3_R56,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic4_R56,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic5_R56,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic6_R56,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic7_R56,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic8_R56,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic9_R56,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic10_R56,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic11_R56,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic12_R56,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic13_R56,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic1_R57,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic2_R57,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic3_R57,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic4_R57,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic5_R57,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic6_R57,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic7_R57,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic8_R57,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic9_R57,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic10_R57,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic11_R57,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic12_R57,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic13_R57,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic1_R58,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic2_R58,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic3_R58,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic4_R58,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic5_R58,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic6_R58,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic7_R58,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic8_R58,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic9_R58,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic10_R58,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic11_R58,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic12_R58,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic13_R58,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic1_R59,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic2_R59,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic3_R59,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic4_R59,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic5_R59,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic6_R59,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic7_R59,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic8_R59,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic9_R59,10x_hipp_13,2,Topic_3,True
